學院,系所,年級,編號,班別,科目名稱,科目名稱_中文,科目名稱_英文,任課教授,上課時數,正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,開課學制,課程大綱,備註
管理學院,企業管理研究所,1,5205061,01,專案管理Project Management ,專案管理,Project Management ,阮金聲 ,3,3/0/0,3,選修," 五3,4,5",管理學院119,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205061_01,
管理學院,企業管理研究所,1,5205116,01,策略行銷Strategic Marketing (全英語授課/English-taught)  ,策略行銷 (全英語授課),Strategic Marketing (English-taught)  ,鄭祥麟 ,3,3/0/0,3,選修," 二10,11,12",管理學院427,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205116_01,
管理學院,企業管理研究所,1,5205122,01,網路行銷Internet Marketing ,網路行銷,Internet Marketing ,蘇宏仁 ,3,3/0/0,3,選修," 四7,8,9",管理學院441研討室,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205122_01,
管理學院,企業管理研究所,1,5205166,01,企業資源規劃Enterprise Resource Planning ,企業資源規劃,Enterprise Resource Planning ,蔡國揚 ,3,3/0/0,3,選修," 五7,8,9",管理學院441研討室,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205166_01,
管理學院,企業管理研究所,1,5205200,01,人力招募與甄選PersonnelRecruitment and Selection ,人力招募與甄選,PersonnelRecruitment and Selection ,楊文芬 ,3,3/0/0,3,選修," 五B,C",管理學院455,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205200_01,先修科目(5205004)人力資源管理(及格) (5203002)人力資源管理(及格) (只要符合任一先修條件)歡迎大三大四學生上修本課程
管理學院,企業管理研究所,1,5205206,01,商業模式創新與管理Business Model Innovation and Management ,商業模式創新與管理,Business Model Innovation and Management ,鍾憲瑞 ,3,3/0/0,3,選修," 四9,10,11",管理學院427,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205206_01," ,列入創意創新創造創業學分學程科目"
管理學院,企業管理研究所,1,5205218,01,零售管理Retailing Management ,零售管理,Retailing Management ,游蓓怡 ,3,3/0/0,3,選修," 四3,4,5",管理學院441研討室,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205218_01,先修科目(5202001)行銷管理(及格) (5455001)行銷管理(及格) (5205006)行銷管理(及格) (只要符合任一先修條件)
管理學院,企業管理研究所,1,5205221,01,行銷企劃與簡報Marketing Planning and Proposal Presentation ,行銷企劃與簡報,Marketing Planning and Proposal Presentation ,曾光華 ,3,3/0/0,3,選修," 一4,5,6",管理學院441研討室,32,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205221_01,
管理學院,企業管理研究所,1,5205225,01,新創企業個案與實務研討Case Analysis and Practice on New Startup ,新創企業個案與實務研討,Case Analysis and Practice on New Startup ,許嘉文 ,3,3/0/0,3,選修," 二7,8,9",管理學院454,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205225_01," ,列入創意創新創造創業學分學程科目"
管理學院,企業管理研究所,1,5205227,01,商用英文（二）Business English Training ?? ,商用英文（二）,Business English Training ?? ,陳詠卉 ,2,2/0/0,2,必修," 三10,11",管理學院441研討室,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205227_01,限本系生修讀
管理學院,企業管理研究所,1,5205229,01,商用英文（四）Business English Training IV ,商用英文（四）,Business English Training IV ,陳詠卉 ,2,2/0/0,2,必修," 一10,11",管理學院441研討室,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205229_01,限本系生修讀
管理學院,企業管理研究所,1,5205231,01,新興市場分析Emerging Markets Analysis (全英語授課/English-taught)  ,新興市場分析 (全英語授課),Emerging Markets Analysis (English-taught)  ,蔡宗霖 ,3,3/0/0,3,選修," 二10,11,12",管理學院441研討室,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205231_01,
管理學院,企業管理研究所,1,5205232,01,商用英文職場實務Workplace Business English  ,商用英文職場實務,Workplace Business English  ,陳詠卉 ,3,3/0/0,3,選修," 三4,5,6",管理學院455,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205232_01,支援國經所國經所財金所會資所資管所國際財管碩士學位學程醫療資訊管理所醫管所一年級二年級三年級四年級.本系(所)生不得修習
管理學院,企業管理研究所,1,5205234,01,大數據程式設計(含Python)(一)Big Data Analysis with Python (I) (全英語授課/English-taught) (程式設計相關/Programming related) ,大數據程式設計(含 (全英語授課) (程式設計相關),Python)(一)Big Data Analysis with Python (I) (English-taught) (Programming related) ,宋豪漳 ,3,3/0/0,3,選修," 一7,8,9",管理學院441研討室,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205234_01,
管理學院,企業管理研究所,1,5205235,01,衍生性金融商品Financial Derivatives (全英語授課/English-taught)  ,衍生性金融商品 (全英語授課),Financial Derivatives (English-taught)  ,宋豪漳 ,3,3/0/0,3,選修," 三7,8,9",管理學院427,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5205235_01,
管理學院,企業管理研究所,1,5206001,01,組織理論專題研討Seminar on Organization Theory ,組織理論專題研討,Seminar on Organization Theory ,許嘉文 ,3,3/0/0,3,選修," 五3,4,5",管理學院443,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206001_01,
管理學院,企業管理研究所,1,5206010,01,策略管理專題研討（一）Seminar in Strategic Management (I) ,策略管理專題研討（一）,Seminar in Strategic Management (I) ,鍾憲瑞 ,3,3/0/0,3,選修," 五8,9,10",管理學院443,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206010_01,
管理學院,企業管理研究所,1,5206011,01,消費者行為專題研討Seminar in Consumer Behavior ,消費者行為專題研討,Seminar in Consumer Behavior ,莊世杰 ,3,3/0/0,3,選修," 四3,4,5",管理學院443,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206011_01,
管理學院,企業管理研究所,1,5206015,01,計量經濟學（二）Econometrics (II) ,計量經濟學（二）,Econometrics (II) ,王明昌 ,3,3/0/0,3,選修," 四7,8,9",管理學院4312,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206015_01,
管理學院,企業管理研究所,1,5206029,01,運籌管理專題研討（一）Special Topics on Logistics Management ,運籌管理專題研討（一）,Special Topics on Logistics Management ,陳明德 ,3,3/0/0,3,選修," 四10,11,12",管理學院443,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206029_01,
管理學院,企業管理研究所,1,5206117,01,獨立研究－人力資源管理Independent Study -Human Resource Managment ,獨立研究－人力資源管理,Independent Study -Human Resource Managment ,艾昌瑞 ,3,3/0/0,3,選修," 五8,9,10",管理學院4312,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206117_01,
管理學院,企業管理研究所,1,5206169,01,資料庫行銷Database Marketing ,資料庫行銷,Database Marketing ,盧龍泉 ,3,3/0/0,3,選修," 一7,8,9",管理學院443,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206169_01,
管理學院,企業管理研究所,1,5206208,01,質化研究方法專題Seminar on Qulitative Research ,質化研究方法專題,Seminar on Qulitative Research ,連雅慧 許嘉文 ,3,3/0/0,3,必修," 六7,8,9",管理學院443,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206208_01,
管理學院,企業管理研究所,1,5206213,01,大數據分析與管理專題研討Seminar on big data analysis and management (程式設計相關/Programming related) ,大數據分析與管理專題研討 (程式設計相關),Seminar on big data analysis and management (Programming related) ,黃正魁 ,3,3/0/0,3,選修," 三3,4,5",管理學院427,32,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206213_01,
管理學院,企業管理研究所,1,5206217,01,知識發展專題研討（二）Seminar in Knowledge Development (II) ,知識發展專題研討（二）,Seminar in Knowledge Development (II) ,曾光華 ,1,1/0/0,1,必修, 六10,管理學院443,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206217_01,
管理學院,企業管理研究所,1,5206219,01,財務計量經濟學Financial Econometrics (全英語授課/English-taught)  ,財務計量經濟學 (全英語授課),Financial Econometrics (English-taught)  ,宋豪漳 ,3,3/0/0,3,選修," 四3,4,5",管理學院427,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206219_01,
管理學院,企業管理研究所,1,5206453,01,人工智慧管理與創新Management and Innovation for Artificial Intelligence (程式設計相關/Programming related) ,人工智慧管理與創新 (程式設計相關),Management and Innovation for Artificial Intelligence (Programming related) ,黃正魁 ,3,3/0/0,3,選修," 一12,13,14",管理學院4561,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5206453_01,先修科目(5206061)高等企業研究方法論(及格) 
管理學院,會計與資訊科技研究所,1,5265005,01,公司治理Corporate Governance ,公司治理,Corporate Governance ,洪育忠 ,3,3/0/0,3,選修," 一7,8,9",創新大樓271,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5265005_01,碩選
管理學院,會計與資訊科技研究所,1,5265018,01,人工智慧導論Introduction to Artificial Intelligence ,人工智慧導論,Introduction to Artificial Intelligence ,吳徐哲 ,3,3/0/0,3,選修," 四3,4,5",創新大樓271,35,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5265018_01,"支援會資系三年級四年級A班.限本系生修. ,列入人工智慧與電腦審計學程科目碩選.開放大三四學生選修於期中考後教室改至資訊處216教室上課"
管理學院,會計與資訊科技研究所,1,5265049,01,系統分析與設計研討Seminar on System Analysis and Design ,系統分析與設計研討,Seminar on System Analysis and Design ,張碩毅 ,3,3/0/0,3,必修," 五7,8,9",創新大樓261,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5265049_01,限本系生修.研一甲組必修
管理學院,會計與資訊科技研究所,1,5265074,01,資料探勘之商業應用Data Mining in Business Applications ,資料探勘之商業應用,Data Mining in Business Applications ,許育峯 ,3,3/0/0,3,選修," 五3,4,5",創新大樓261,50,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5265074_01,碩選
管理學院,會計與資訊科技研究所,1,5265078,01,租稅專題研討Seminar on Taxation Practice ,租稅專題研討,Seminar on Taxation Practice ,嚴文筆 ,3,3/0/0,3,選修," 三7,8,9",創新大樓271,35,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5265078_01,限本系生修.碩士班選修
管理學院,會計與資訊科技研究所,1,5265082,01,電腦審計研討Seminar on Computer auditing ,電腦審計研討,Seminar on Computer auditing ,溫紹群 ,3,3/0/0,3,選修," 四8,9,10",創新大樓271,35,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5265082_01,支援會資系四年級A班.限本系生修.碩選，開放大四學生修習
管理學院,會計與資訊科技研究所,1,5265100,01,風險管理與電腦稽核Risk Management and Computer Audit ,風險管理與電腦稽核,Risk Management and Computer Audit ,黃士銘 ,3,3/0/0,3,必修," 四3,4,5",創新大樓261,50,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5265100_01,"限本系生修. ,列入軟體工程學程科目 ,列入資通安全學程科目研二共同必修"
管理學院,會計與資訊科技研究所,1,5265603,01,高等財務會計理論Advanced Financial Accounting Theory ,高等財務會計理論,Advanced Financial Accounting Theory ,鍾宇軒 ,3,3/0/0,3,必修," 二7,8,9",創新大樓383,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5265603_01,限本系生修.研一甲組必修
管理學院,會計與資訊科技研究所,1,5266002,01, 財務報表分析Financial Statement Analysis , 財務報表分析,Financial Statement Analysis ,卓佳慶 ,3,3/0/0,3,必修," 三3,4,5",創新大樓271,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5266002_01,限本系生修.研二乙組必修
管理學院,會計與資訊科技研究所,1,5266009,01,中級會計學Intermediate Accounting ,中級會計學,Intermediate Accounting ,謝佳純 ,3,3/0/0,3,必修," 二7,8,9",創新大樓271,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5266009_01,限本系生修.研二乙組必修
管理學院,會計與資訊科技研究所,1,5268120,01,財務研究方法研討Research Methodology Seminar in Finance (全英語授課/English-taught)  ,財務研究方法研討 (全英語授課),Research Methodology Seminar in Finance (English-taught)  ,彼得布魯索夫 林岳喬 ,3,3/0/0,3,選修," 五3,4,5",創新大樓383,35,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5268120_01,博選
管理學院,會計與資訊科技研究所,1,5268514,01,高等審計學研究Seminar in Auditing ,高等審計學研究,Seminar in Auditing ,黃劭彥 ,3,3/0/0,3,必修," 三3,4,5",創新大樓383,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5268514_01,
管理學院,資訊管理研究所,1,5305208,01,人工智慧與專家系統Artificial Inteligence and Expert Systems ,人工智慧與專家系統,Artificial Inteligence and Expert Systems ,許巍嚴 ,3,3/0/0,3,選修," 二3,4,5",管理學院616A,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5305208_01,限本系生修.學士班大三大四不得選修
管理學院,資訊管理研究所,1,5305226,01,多變量資料分析Multivariate Data  Analysis ,多變量資料分析,Multivariate Data  Analysis ,洪新原 ,3,3/0/0,3,必修," 三7,8,9",管理學院616A,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5305226_01," ,列入大數據與資料科學學程科目碩一必修(先修課為統計一)，學士班大三大四不得選修。"
管理學院,資訊管理研究所,1,5305241,01,英文學術論文寫作English Scientific Paper Writing (全英語授課/English-taught)  ,英文學術論文寫作 (全英語授課),English Scientific Paper Writing (English-taught)  ,李有仁 ,3,3/0/0,3,選修," 一8,9,10",管理學院103,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5305241_01,
管理學院,資訊管理研究所,1,5305243,01,資訊系統專案管理MIS Project Management ,資訊系統專案管理,MIS Project Management ,阮金聲 ,3,3/0/0,3,選修," 五3,4,5",管理學院119,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5305243_01,支援企管所一年級二年級A班.
