學院,系所,年級,編號,班別,科目名稱,科目名稱_中文,科目名稱_英文,任課教授,上課時數,正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,課程大綱,備註
社會科學學院,政治學系,4,3304002,01,"公民、政府與動物：台灣社會的流浪犬Citizens, Government, and Animals: Street Dogs in Taiwan ",公民、政府與動物：台灣社會的流浪犬,"Citizens, Government, and Animals: Street Dogs in Taiwan ",陳光輝 ,2,2/0/0,2,選修," 一8,9",社科院二館118,25,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3304002_01,公民社會組專選
社會科學學院,政治學系,4,3304333,01,環境政治Environmental Politics ,環境政治,Environmental Politics ,李翠萍 ,2,2/0/0,2,選修," 四5,6",社科院二館105,15,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3304333_01,公行組專選
社會科學學院,政治學系,4,3304334,01,全球環境治理：重大環境議題分析Global Environmental Governance: The Major Environmental Issues over the Past Decade (全英語授課/English-taught)  ,全球環境治理：重大環境議題分析 (全英語授課),Global Environmental Governance: The Major Environmental Issues over the Past Decade (English-taught)  ,李翠萍 ,2,2/0/0,2,選修," 四10,11",社科院二館105,15,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3304334_01," ,列入全球跨域全英語學分學程科目全英文授課，大學部國關組專選"
社會科學學院,政治學系,4,3304340,01,台灣政經發展The Political and Economic Development of Taiwan ,台灣政經發展,The Political and Economic Development of Taiwan ,陳尚志 ,3,3/0/0,3,選修," 四7,8,9",社科院二館802,10,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3304340_01,各年級皆可選修，大學部比政、公民社會組專選二擇一
社會科學學院,政治學系,4,3304370,01,公共管理Public Management ,公共管理,Public Management ,魏楚陽 ,2,2/0/0,2,選修," 五7,8",社科院二館701,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3304370_01,公行組專選
社會科學學院,傳播學系,1,3351005,01,傳播史History of Communication ,傳播史,History of Communication ,唐士哲 ,3,3/0/0,3,必修," 二10,11,12",社科院207,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3351005_01,
社會科學學院,傳播學系,1,3351014,01,電影概論Introduction to Movies ,電影概論,Introduction to Movies ,張時健 ,3,3/0/0,3,選修," 二7,8,9",社科院207,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3351014_01," ,列入「戲劇‧創意‧想像」學分學程科目"
社會科學學院,傳播學系,1,3351026,01,新聞採訪寫作News Writing ,新聞採訪寫作,News Writing ,吳政龍 ,3,3/0/0,3,必修," 一10,11,12",社科院207,35,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3351026_01,先修科目(3351006)基礎寫作(及格) 限本系生修.本課程限修35名，請學號單號選修01班，學號雙號選修02班。
社會科學學院,傳播學系,1,3351026,02,新聞採訪寫作News Writing ,新聞採訪寫作,News Writing ,張時健 ,3,3/0/0,3,必修," 一10,11,12",社科院227-1,35,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3351026_02,先修科目(3351006)基礎寫作(及格) 本課程限修35名，請學號單號選修01班，學號雙號選修02班。
社會科學學院,傳播學系,1,3351027,01,基礎資訊製作Introduction to Information Production ,基礎資訊製作,Introduction to Information Production ,劉榮樺 ,3,3/0/0,3,必修," 二4,5,6",社科院102,35,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3351027_01,限修35名，學號單號請修01班，雙號請修02班
社會科學學院,傳播學系,1,3351027,02,基礎資訊製作Introduction to Information Production ,基礎資訊製作,Introduction to Information Production ,陳怡璇 ,3,3/0/0,3,必修," 二4,5,6",社科院103,35,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3351027_02,限修35名，學號單號請修01班，雙號請修02班
社會科學學院,傳播學系,1,3351028,01,心理學與傳播Psychology & Communication ,心理學與傳播,Psychology & Communication ,劉榮樺 ,3,3/0/0,3,必修," 三10,11,12",社科院227-1,55,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3351028_01,限本系生修.本課程與「社會學與傳播」、「經濟學與傳播」、「政治學與傳播」為本系必修四選二課程。不得與通識「心理學」課程重複採計學分。
社會科學學院,傳播學系,1,3351029,01,基礎聲音製作Introduction to Audio Production ,基礎聲音製作,Introduction to Audio Production ,邱嘉琪 ,3,3/0/0,3,必修," 四7,8,9",社科院207,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3351029_01,限本系生修.
社會科學學院,傳播學系,1,3351031,01,短片創意製作Short Film Production ,短片創意製作,Short Film Production ,蔡崇隆 ,3,3/0/0,3,選修," 一7,8,9",社科院103,55,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3351031_01,本課程同科目編號3351025「創意短片製作」，不得重複採計學分。
社會科學學院,傳播學系,2,3352024,01,傳播理論Communication Theory ,傳播理論,Communication Theory ,羅世宏 ,3,3/0/0,3,必修," 一4,5,6",社科院207,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3352024_01,
社會科學學院,傳播學系,2,3352025,01,當代社會問題分析Contemporary Social Problems in Taiwan ,當代社會問題分析,Contemporary Social Problems in Taiwan ,管中祥 ,3,3/0/0,3,選修," 二4,5,6",社科院207,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3352025_01," ,列入「戲劇‧創意‧想像」學分學程科目"
社會科學學院,傳播學系,2,3352030,01,劇情片製作Fiction Film Production ,劇情片製作,Fiction Film Production ,蔡崇隆 ,3,3/0/0,3,選修," 三10,11,12",社科院207,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3352030_01,先修科目(3351025)創意短片製作(曾經修習) 本課程同3353026劇情片製作，不得重複採計學分。
社會科學學院,傳播學系,2,3352031,01,廣告創意與製作Advertising Creative & Production ,廣告創意與製作,Advertising Creative & Production ,戴皖文 ,3,3/0/0,3,選修," 一7,8,9",社科院102,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3352031_01," ,列入創意創新創造創業學分學程科目"
社會科學學院,傳播學系,2,3352039,01,經濟學與傳播Economics & Communication ,經濟學與傳播,Economics & Communication ,張時健 ,3,3/0/0,3,必修," 三4,5,6",社科院102,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3352039_01,本課程與「社會學與傳播」、「心理學與傳播」、「政治學與傳播」為本系必修四選二課程。不得與通識「經濟學」課程重複採計學分。
社會科學學院,傳播學系,2,3352042,01,公共關係Public Relations ,公共關係,Public Relations ,戴皖文 ,3,3/0/0,3,選修," 四4,5,6",社科院207,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3352042_01,
社會科學學院,傳播學系,2,3352044,01,跨媒介故事開發Story Development Across Media ,跨媒介故事開發,Story Development Across Media ,李政忠 ,3,3/0/0,3,選修," 二7,8,9",社科院227-1,55,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3352044_01,本課程同107學年度(含)前之3352041「媒介與敘事」，不得重複採計學分。
社會科學學院,傳播學系,2,3352046,01,影棚製作實務Television Studio Production ,影棚製作實務,Television Studio Production ,吳政龍 ,3,3/0/0,3,選修," 二10,11,12",社科院227-1,55,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3352046_01,本課程同108學年度(含)前之3352040「整合新聞製作」，不得重複採計學分。
社會科學學院,傳播學系,2,3352047,01,創新體驗設計Innovative EXperience Design ,創新體驗設計,Innovative EXperience Design ,林怡玫 ,3,3/0/0,3,選修," 二7,8,9",社科院225,20,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3352047_01,本課程同科目編號3352006「訊息設計」，不得重複採計學分。
社會科學學院,傳播學系,3,3353007,01,校內實習（二）Campus Internship (II) ,校內實習（二）,Campus Internship (II) ,吳政龍 ,4,0/4/0,2,必修," 一13,14 三13,14",社科院207,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3353007_01,先修科目(3351026)新聞採訪寫作(及格) (3352036)影音新聞製作(及格) (只要符合任一先修條件)
社會科學學院,傳播學系,3,3353025,01,數位媒體製作實務(二)Digital Integrated Media Production Pratice(II) ,數位媒體製作實務(二),Digital Integrated Media Production Pratice(II) ,吳政龍 ,3,3/0/0,3,必修," 四4,5,6",社科院227-1,55,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3353025_01,先修科目(3351026)新聞採訪寫作(及格) (3352036)影音新聞製作(及格) (只要符合任一先修條件)
社會科學學院,傳播學系,4,3354016,01,畢業製作Graduation Project (II) ,畢業製作,Graduation Project (II) ,蔡崇隆 吳政龍 ,3,3/0/0,3,選修," 二4,5,6",社科院227-1,55,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3354016_01,先修科目(3353002)校內實習（一）(曾經修習) (3353007)校內實習（二）(曾經修習) (所有先修條件都必須符合)
工學院,工學院學士班,4,4014001,01,工程倫理Engineering Ethics ,工程倫理,Engineering Ethics ,林迺衛 ,2,2/0/0,2,選修," 三8,9",工學院A館104,65,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4014001_01," ,列入資通安全學程科目開放各系所大三、大四學生選修。"
工學院,工學院學士班,4,4014007,01,跨領域合作專題研究(二)Interdisciplinary Research Project(II) ,跨領域合作專題研究(二),Interdisciplinary Research Project(II) ,楊智媖 ,2,2/0/0,2,選修," 三10,11",創新大樓201,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4014007_01,歡迎各學院大三、大四年級學生選修。
工學院,資訊工程學系,1,4100003,01,計算機概論Introduction to Computer Science (程式設計相關/Programming related) ,計算機概論 (程式設計相關),Introduction to Computer Science (Programming related) ,簡立仁 ,3,3/0/0,3,選修," 二G,H",創新大樓341,80,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4100003_01,"支援化工系一年級. ,列入功能性基因體學程科目 ,列入程式設計學程科目資工系學生不可選修。"
工學院,資訊工程學系,1,4101032,01,程式設計（二）Program Design (II) (程式設計相關/Programming related) ,程式設計（二） (程式設計相關),Program Design (II) (Programming related) ,吳昇 ,3,3/0/0,3,必修, 二C 四C,工學院A館101,80,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4101032_01,"限本系生修. ,列入程式設計學程科目 ,列入金融科技學分學程科目 ,列入人工智慧與電腦審計學程科目限資工系大一同學修習;限修人數80人。"
工學院,資訊工程學系,1,4101032,02,程式設計（二）Program Design (II) (程式設計相關/Programming related) ,程式設計（二） (程式設計相關),Program Design (II) (Programming related) ,高孟駿 ,3,3/0/0,3,必修, 二C 四C,工學院A館001,80,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4101032_02,"限本系生修. ,列入程式設計學程科目 ,列入金融科技學分學程科目 ,列入人工智慧與電腦審計學程科目限資工系大一同學修習;限修人數80人。"
工學院,資訊工程學系,1,4101034,01,程式設計實習（二）Quiz Section for Program Design(II) (程式設計相關/Programming related) ,程式設計實習（二） (程式設計相關),Quiz Section for Program Design(II) (Programming related) ,吳昇 ,2,0/2/0,1,必修," 一13,14",創新大樓341,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4101034_01,限本系生修.限修人數40人;限修習吳昇教授「4101032-01程式設計(二)」者選修。
工學院,資訊工程學系,1,4101034,02,程式設計實習（二）Quiz Section for Program Design(II) (程式設計相關/Programming related) ,程式設計實習（二） (程式設計相關),Quiz Section for Program Design(II) (Programming related) ,高孟駿 ,2,0/2/0,1,必修," 二13,14",創新大樓341,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4101034_02,限本系生修.限修人數40人;限修習高孟駿老師「4101032-02程式設計(二)」者選修。
工學院,資訊工程學系,1,4101034,03,程式設計實習（二）Quiz Section for Program Design(II) (程式設計相關/Programming related) ,程式設計實習（二） (程式設計相關),Quiz Section for Program Design(II) (Programming related) ,吳昇 ,2,0/2/0,1,必修," 三13,14",創新大樓341,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4101034_03,限本系生修.限修人數40人;限修習吳昇教授「4101032-01程式設計(二)」者選修。
工學院,資訊工程學系,1,4101034,04,程式設計實習（二）Quiz Section for Program Design(II) (程式設計相關/Programming related) ,程式設計實習（二） (程式設計相關),Quiz Section for Program Design(II) (Programming related) ,高孟駿 ,2,0/2/0,1,必修," 四13,14",創新大樓341,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4101034_04,限本系生修.限修人數40人;限修習高孟駿老師「4101032-02程式設計(二)」者選修。
工學院,資訊工程學系,1,4101035,01,智慧機器人與深度學習入門AI Robot and Deep Learning (程式設計相關/Programming related) ,智慧機器人與深度學習入門 (程式設計相關),AI Robot and Deep Learning (Programming related) ,蔡政宇 ,1,1/0/0,1,選修, 三4,活動中心B1自造基地,80,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4101035_01,資工大一微課程，開放全校學生選修。
工學院,資訊工程學系,2,4102068,01,計算方法概論Introduction to Algorithms (程式設計相關/Programming related) ,計算方法概論 (程式設計相關),Introduction to Algorithms (Programming related) ,黃耀廷 ,3,3/0/0,3,必修, 二G 四G,工學院A館101,63,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4102068_01,"限本系生修. ,列入功能性基因體學程科目 ,列入程式設計學程科目限資工系大二同學修習;限修人數63人。 "
工學院,資訊工程學系,2,4102068,02,計算方法概論Introduction to Algorithms (程式設計相關/Programming related) ,計算方法概論 (程式設計相關),Introduction to Algorithms (Programming related) ,劉偉名 ,3,3/0/0,3,必修, 二G 四G,工學院A館001,63,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4102068_02,"限本系生修. ,列入功能性基因體學程科目 ,列入程式設計學程科目限資工系大二同學修習;限修人數63人。 "
工學院,資訊工程學系,2,4102069,01,資料分析的計算方法概論Introduction to Computational Methods for Data Analysis ,資料分析的計算方法概論,Introduction to Computational Methods for Data Analysis ,李新林 ,3,3/0/0,3,選修, 二F 四F,工學院A館101,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4102069_01,資工大二以上同學選修
